object_number,platform_raw_first,platform_norm,title_primary,title_norm,title_norm_source,title_aliases,region_norm,language_norm,media_norm,edition_key,edition_id
9243,Nintendo Super Famicom,SFC,Kaizou Shubibinman Zero,Kaizou Shubibinman Zero,primary_ascii,改造町人シュビビンマン零|Cyber Citizen Shockman Zero,NTSC-J,ja,cartridge,SFC | Kaizou Shubibinman Zero | NTSC-J | ja | cartridge,adeee2ce57f1d76e
9244,Nintendo Super Famicom,SFC,Dragon Slayer Eiyuu Densetsu,Dragon Slayer Eiyuu Densetsu,primary_ascii,ドラゴンスレイヤー英雄伝説|Dragon Slayer The Legend of Heroes,NTSC-J,ja,cartridge,SFC | Dragon Slayer Eiyuu Densetsu | NTSC-J | ja | cartridge,3d265a70ed1fa06f
9245,Nintendo Super Famicom,SFC,Bike Daisuki! Hashiriya Tamashii Rider's-Spirits,Bike Daisuki! Hashiriya Tamashii Rider's-Spirits,primary_ascii,バイク大好き！走り屋 魂|Bike Daisuki! Hashiriya Tamashii Rider's Spirits|Bike Daisuki! Hashiriya Kon Rider's Spirits|Bike Daisuki Hashiri ya Tamashii|Bike Daisuki! Hashiriya Damashii,NTSC-J,ja,cartridge,SFC | Bike Daisuki! Hashiriya Tamashii Rider's-Spirits | NTSC-J | ja | cartridge,46abe40ec0263db8
9246,Nintendo Super Famicom,SFC,Heracles no Eikou III Kamigami no Chinmoku,Heracles no Eikou III Kamigami no Chinmoku,primary_ascii,ヘラクレスの栄光III 神々の沈黙|Herakles no Eikou III Kamigami no Chinmoku|Heracles no Eikou 3 Kamigami no Chinmoku|The Glory of Heracles 3 Silence of the Gods,NTSC-J,ja,cartridge,SFC | Heracles no Eikou III Kamigami no Chinmoku | NTSC-J | ja | cartridge,5ee687e0b34983d2
9247,Nintendo Super Famicom,SFC,Tiny Toon Adventures,Tiny Toon Adventures,primary_ascii,タイニートゥーン アドベンチャーズ|Tiny Toon Adventures Buster Busts Loose,NTSC-J,ja,cartridge,SFC | Tiny Toon Adventures | NTSC-J | ja | cartridge,a44ee2bc6339a60e
9248,Nintendo Super Famicom,SFC,NBA Jam T.E. Tournament Edition,NBA Jam T.E. Tournament Edition,primary_ascii,NBA ジャム トーナメントエディション|NBA Jam Tournament Edition,NTSC-J,ja,cartridge,SFC | NBA Jam T.E. Tournament Edition | NTSC-J | ja | cartridge,197f5af8962569c7
9250,Nintendo Super Famicom,SFC,Super Bomberman 4,Super Bomberman 4,primary_ascii,スーパーボンバーマン4|Super Bomber Man 4,NTSC-J,ja,cartridge,SFC | Super Bomberman 4 | NTSC-J | ja | cartridge,fd56821ce390073d
9253,Nintendo Super Famicom,SFC,Chou Makaimura,Chou Makaimura,primary_ascii,超魔界村|チョウマカイムラ|Super Demon World Village|Chohmakaimura|Super Ghouls 'n Ghosts,NTSC-J,ja,cartridge,SFC | Chou Makaimura | NTSC-J | ja | cartridge,4ab1403462510ec0
9256,Nintendo Super Famicom,SFC,King of the Monsters,King of the Monsters,primary_ascii,キング・オブ・ザ・モンスターズ,NTSC-J,ja,cartridge,SFC | King of the Monsters | NTSC-J | ja | cartridge,4538ca5d88ba6edd
9257,Nintendo Super Famicom,SFC,Albert Odyssey,Albert Odyssey,primary_ascii,アルバートオデッセイ,NTSC-J,ja,cartridge,SFC | Albert Odyssey | NTSC-J | ja | cartridge,2f9159527f05a386
9261,Nintendo Super Famicom,SFC,Nintama Rantarou 2,Nintama Rantarou 2,primary_ascii,忍たま乱太郎2,NTSC-J,ja,cartridge,SFC | Nintama Rantarou 2 | NTSC-J | ja | cartridge,d0d5a4fc7e907d63
9263,Nintendo Super Famicom,SFC,Estpolis Denki II,Estpolis Denki II,primary_ascii,エストポリス伝記II|Estpolis Denki 2|Lufia II Rise of the Sinistrals,NTSC-J,ja,cartridge,SFC | Estpolis Denki II | NTSC-J | ja | cartridge,0f2d188c8e6d6b8e
9267,Nintendo Super Famicom,SFC,Final Fantasy USA Mystic Quest,Final Fantasy USA Mystic Quest,primary_ascii,ミスティック クエスト ファイナル ファンタジー|Final Fantasy Mystic Quest|Mystic Quest Legend,NTSC-J,ja,cartridge,SFC | Final Fantasy USA Mystic Quest | NTSC-J | ja | cartridge,3b63b11a34eb67e3
9269,Nintendo Super Famicom,SFC,Dragon Quest VI Maboroshi no Daichi,Dragon Quest VI Maboroshi no Daichi,primary_ascii,ドラゴンクエストVI 幻の大地|Dragon Quest 4 Maboroshi no Daichi|Dragon Quest VI Realms of Revelation|Dragon Quest VI Land of Illusion,NTSC-J,ja,cartridge,SFC | Dragon Quest VI Maboroshi no Daichi | NTSC-J | ja | cartridge,ef2ae6604f811496
9277,Nintendo Super Famicom,SFC,Tecmo Super NBA Basketball,Tecmo Super NBA Basketball,primary_ascii,テクモスーパーNBAバスケットボール,NTSC-J,ja,cartridge,SFC | Tecmo Super NBA Basketball | NTSC-J | ja | cartridge,16153defe5d99a23
9283,Nintendo Super Famicom,SFC,Doraemon Nobita to Yousei no Kuni,Doraemon Nobita to Yousei no Kuni,primary_ascii,ドラえもん のび太と妖精の国|Doraemon Nobita to Yosei no Kuni,NTSC-J,ja,cartridge,SFC | Doraemon Nobita to Yousei no Kuni | NTSC-J | ja | cartridge,92ef4aa604bd3c12
9289,Nintendo Super Famicom,SFC,Cameltry,Cameltry,primary_ascii,キャメルトライ,NTSC-J,ja,cartridge,SFC | Cameltry | NTSC-J | ja | cartridge,4ee47b09c0a0a352
9290,Nintendo Super Famicom,SFC,Syndicate,Syndicate,primary_ascii,シンジケート,NTSC-J,ja,cartridge,SFC | Syndicate | NTSC-J | ja | cartridge,5967550ec012730b
9291,Nintendo Super Famicom,SFC,Super Volley II,Super Volley II,primary_ascii,スーパーバレーII|Super Volley 2|Super Volleyball 2|Hyper V-Ball,NTSC-J,ja,cartridge,SFC | Super Volley II | NTSC-J | ja | cartridge,45c3d655929ddacf
9305,Nintendo Super Famicom,SFC,Super Puyo Puyo,Super Puyo Puyo,primary_ascii,す〜ぱ〜ぷよぷよ,NTSC-J,ja,cartridge,SFC | Super Puyo Puyo | NTSC-J | ja | cartridge,03bfd0f5f59bbddc
9306,Nintendo Super Famicom,SFC,Feda The Emblem Of Justice,Feda The Emblem Of Justice,primary_ascii,フェーダ エンブレム・オブ・ジャスティス|The Emblem Of Justice Feda,NTSC-J,ja,cartridge,SFC | Feda The Emblem Of Justice | NTSC-J | ja | cartridge,ac68e04d0b185efd
9307,Nintendo Super Famicom,SFC,Mother 2 Gyiyg no Gyakushuu,Mother 2 Gyiyg no Gyakushuu,primary_ascii,Mother 2 ギーグの逆襲|マザー2 ギーグの逆襲|Mother 2 Gīgu no Gyakushū|Mother 2 Giygas' Counterattack|EarthBound,NTSC-J,ja,cartridge,SFC | Mother 2 Gyiyg no Gyakushuu | NTSC-J | ja | cartridge,d1d15e5b6c6dc93e
9308,Nintendo Super Famicom,SFC,ActRaiser,ActRaiser,primary_ascii,アクトレイザー|Act Raiser,NTSC-J,ja,cartridge,SFC | ActRaiser | NTSC-J | ja | cartridge,feda47b0c67cdf66
9309,Nintendo Super Famicom,SFC,King of the Monsters 2 The Next Thing,King of the Monsters 2 The Next Thing,primary_ascii,キング・オブ・ザ・モンスターズ2|The Next Thing King of the Monsters 2|King of the Monsters 2,NTSC-J,ja,cartridge,SFC | King of the Monsters 2 The Next Thing | NTSC-J | ja | cartridge,f8399dfb6771f3dd
9310,Nintendo Super Famicom,SFC,Bakukyu Rennpatsu!! Super B-Daman,Bakukyu Rennpatsu!! Super B-Daman,primary_ascii,爆球連発！！スーパービーダマン|Baku-Kyu Rennpatsu Super B-Daman|Bakukyuu Renpatsu! Super B-Daman,NTSC-J,ja,cartridge,SFC | Bakukyu Rennpatsu!! Super B-Daman | NTSC-J | ja | cartridge,c8b0b0ef2c13760b
9311,Nintendo Super Famicom,SFC,Nekketsu Tairiku Burning Heroes,Nekketsu Tairiku Burning Heroes,primary_ascii,熱血大陸 バーニング ヒーローズ,NTSC-J,ja,cartridge,SFC | Nekketsu Tairiku Burning Heroes | NTSC-J | ja | cartridge,b24ec41b537a6c75
9312,Nintendo Super Famicom,SFC,2020 Super Baseball,2020 Super Baseball,primary_ascii,2020年 スーパーベースボール|２０２０年スーパー・ベースボール|Super Baseball 2020,NTSC-J,ja,cartridge,SFC | 2020 Super Baseball | NTSC-J | ja | cartridge,0e86ea9bcf52472b
9313,Nintendo Super Famicom,SFC,Super Tetris 3,Super Tetris 3,primary_ascii,スーパーテトリス3,NTSC-J,ja,cartridge,SFC | Super Tetris 3 | NTSC-J | ja | cartridge,84409c4d07cae781
9314,Nintendo Super Famicom,SFC,Aqutallion,Aqutallion,primary_ascii,アクタリオン|Tecmo Secret of the Stars,NTSC-J,ja,cartridge,SFC | Aqutallion | NTSC-J | ja | cartridge,726df458a1222490
9316,Nintendo Super Famicom,SFC,Ranma ½ Chounai Gekitou Hen,Ranma 1/2 Chounai Gekitou Hen,alt_ascii,Ranma ½ Chounai Gekitou Hen|らんま1/2 町内激闘篇|Ranma 1-2 Chounai Gekitou Hen|Ranma Nibunnoichi Chonai Gekitou Hen,NTSC-J,ja,cartridge,SFC | Ranma 1/2 Chounai Gekitou Hen | NTSC-J | ja | cartridge,95ef8963cff5f7e6
9318,Nintendo Super Famicom,SFC,Super Tetris 2 + Bombliss Gentei Han,Super Tetris 2 + Bombliss Gentei Han,primary_ascii,スーパーテトリス2＋ボンブリス 限定版|Super Tetris 2 + Bombliss Gentai Han|Super Tetris 2 + Bombliss Gentei Ban|Super Tetris 2 + Bombliss Limited Edition,NTSC-J,ja,cartridge,SFC | Super Tetris 2 + Bombliss Gentei Han | NTSC-J | ja | cartridge,e9362a8d25614cf2
9321,Nintendo Super Famicom,SFC,Rudra no Hihou,Rudra no Hihou,primary_ascii,ルドラの秘宝|Rudora no Hihou|Treasure of the Rudras,NTSC-J,ja,cartridge,SFC | Rudra no Hihou | NTSC-J | ja | cartridge,d2d82937ee8a5e00
9322,Nintendo Super Famicom,SFC,Bomberman B-Daman,Bomberman B-Daman,primary_ascii,ボンバーマン ビーダマン|Bomber Man B-Daman,NTSC-J,ja,cartridge,SFC | Bomberman B-Daman | NTSC-J | ja | cartridge,fd04a13980157119
9323,Nintendo Super Famicom,SFC,Spindizzy Worlds,Spindizzy Worlds,primary_ascii,スピンディジーワールド,NTSC-J,ja,cartridge,SFC | Spindizzy Worlds | NTSC-J | ja | cartridge,13a48bfce4658c72
9324,Nintendo Super Famicom,SFC,GP-1,GP-1,primary_ascii,GP1,NTSC-J,ja,cartridge,SFC | GP-1 | NTSC-J | ja | cartridge,968e23cb19f01027
9326,Nintendo Super Famicom,SFC,Bahamut Lagoon,Bahamut Lagoon,primary_ascii,バハムート ラグーン,NTSC-J,ja,cartridge,SFC | Bahamut Lagoon | NTSC-J | ja | cartridge,6f6125060f5bb36a
9328,Nintendo Super Famicom,SFC,Slap Stick,Slap Stick,primary_ascii,スラップスティック|Robotrek|Slapstick,NTSC-J,ja,cartridge,SFC | Slap Stick | NTSC-J | ja | cartridge,c83835262b2569b6
9329,Nintendo Super Famicom,SFC,Super Puyo Puyo 2,Super Puyo Puyo 2,primary_ascii,す〜ぱ〜ぷよぷよ通|Super Puyo Puyo Tsuu,NTSC-J,ja,cartridge,SFC | Super Puyo Puyo 2 | NTSC-J | ja | cartridge,55ead0282f57ec5e
9330,Nintendo Super Famicom,SFC,Slayers,Slayers,primary_ascii,スレイヤーズ,NTSC-J,ja,cartridge,SFC | Slayers | NTSC-J | ja | cartridge,13107f9351f71274
9331,Nintendo Super Famicom,SFC,Monster Maker III Hikari no Majutsushi,Monster Maker III Hikari no Majutsushi,primary_ascii,モンスターメーカー3 光の魔術士|Monster Maker 3 Hikari no Majyutsushi|Monster Maker III Hikari no Majyutsushi|Monster Maker III Hikaru no Majutsushi,NTSC-J,ja,cartridge,SFC | Monster Maker III Hikari no Majutsushi | NTSC-J | ja | cartridge,5f3b8bfbf8320c43
9358,Nintendo Super Famicom,SFC,Super Shanghai Dragon's Eye,Super Shanghai Dragon's Eye,primary_ascii,スーパー上海ドラゴンズアイ|Dragon's Eye Super Shanghai|Dragon's Eye Super Shanghai|Shanghai II Dragon's Eye|Shanghai 2 Dragon's Eye,NTSC-J,ja,cartridge,SFC | Super Shanghai Dragon's Eye | NTSC-J | ja | cartridge,a7c7a52c4e046e2a
9393,Nintendo Super Famicom,SFC,Super Street Fighter II The New Challengers,Super Street Fighter II The New Challengers,primary_ascii,スーパーストリートファイターII ザ ニューチャレンジャーズ|Super Street Fighter 2 The New Challengers,NTSC-J,ja,cartridge,SFC | Super Street Fighter II The New Challengers | NTSC-J | ja | cartridge,653ec4b4fde07797
9401,Nintendo Super Famicom,SFC,Tetris Battle Gaiden,Tetris Battle Gaiden,primary_ascii,テトリスバトル 武闘外伝,NTSC-J,ja,cartridge,SFC | Tetris Battle Gaiden | NTSC-J | ja | cartridge,6f9b991efaef6a8b
9414,Nintendo Super Famicom,SFC,Sandra no Daibouken Valkyrie Tono Deai,Sandra no Daibouken Valkyrie Tono Deai,primary_ascii,サンドラの大冒険 ワルキューレとの出逢い|Xandra no Daibouken Valkyrie to no Deai|Sandro no Daibouken Valkyrie Tono Deai|Whirlo,NTSC-J,ja,cartridge,SFC | Sandra no Daibouken Valkyrie Tono Deai | NTSC-J | ja | cartridge,e359a4f32a135495
9421,Nintendo Super Famicom,SFC,Fire Emblem Seisen no Keifu,Fire Emblem Seisen no Keifu,primary_ascii,ファイアーエムブレム 聖戦の系譜|Fire Emblem 4 Seisen no Keifu|Fire Emblem Genealogy of the Holy War,NTSC-J,ja,cartridge,SFC | Fire Emblem Seisen no Keifu | NTSC-J | ja | cartridge,46312da1f1e2e919
9428,Nintendo Super Famicom,SFC,Street Fighter II Turbo Hyper Fighting,Street Fighter II Turbo Hyper Fighting,primary_ascii,ストリートファイターII ターボ|Street Fighter 2 Turbo Hyper Fighting,NTSC-J,ja,cartridge,SFC | Street Fighter II Turbo Hyper Fighting | NTSC-J | ja | cartridge,2526ca871297a68c
9436,Nintendo Super Famicom,SFC,3x3 Eyes Sazanaizu Seima Kourinden,3x3 Eyes Sazanaizu Seima Kourinden,primary_ascii,3x3 Eyes サザンアイズ 聖魔降臨伝|三只眼 聖魔降臨伝|3 x 3 Eyes Sazanaizu Seima Kourinden,NTSC-J,ja,cartridge,SFC | 3x3 Eyes Sazanaizu Seima Kourinden | NTSC-J | ja | cartridge,aff6047cfeac6286
9447,Nintendo Super Famicom,SFC,Mahoujin Guru Guru,Mahoujin Guru Guru,primary_ascii,魔法陣グルグル|Mahoujin Guruguru|Magical Circle Guru Guru,NTSC-J,ja,cartridge,SFC | Mahoujin Guru Guru | NTSC-J | ja | cartridge,1ec0a47d8e8ea9ac
9454,Nintendo Super Famicom,SFC,Laplace no Ma,Laplace no Ma,primary_ascii,ラプラスの魔|Rapurasu no Ma|Diable De Laplace|Devil of Laplace,NTSC-J,ja,cartridge,SFC | Laplace no Ma | NTSC-J | ja | cartridge,dbcac29efbe0e770
9482,Nintendo Super Famicom,SFC,Hana no Keiji Kumo no Kanata ni,Hana no Keiji Kumo no Kanata ni,primary_ascii,花の慶次 -雲のかなたに-|Hana no Kenji Kumo no Kanata ni|Keiji Flower Beyond the Clouds,NTSC-J,ja,cartridge,SFC | Hana no Keiji Kumo no Kanata ni | NTSC-J | ja | cartridge,38ce48a73b5a7347
9498,Nintendo Super Famicom,SFC,Bishoujo Janshi Suchie-Pai,Bishoujo Janshi Suchie-Pai,primary_ascii,美少女雀士スーチーパイ|Bishoujo Janshi Suchie-Pie|Bishōjo Janshi Suchie-Pai|Idol Janshi Suchie-Pai,NTSC-J,ja,cartridge,SFC | Bishoujo Janshi Suchie-Pai | NTSC-J | ja | cartridge,1069f65dee76441c
9523,Nintendo Super Famicom,SFC,Final Fantasy VI,Final Fantasy VI,primary_ascii,ファイナルファンタジーVI|Final Fantasy 6|Final Fantasy III|Final Fantasy 3,NTSC-J,ja,cartridge,SFC | Final Fantasy VI | NTSC-J | ja | cartridge,68444182d3897e5e
9536,Nintendo Super Famicom,SFC,Pop'n TwinBee,Pop'n TwinBee,primary_ascii,ポップン ツインビー|Pop 'N' Twinbee|Pop N Twinbee,NTSC-J,ja,cartridge,SFC | Pop'n TwinBee | NTSC-J | ja | cartridge,9f03a26267791d72
9553,Nintendo Super Famicom,SFC,Doraemon 2 Nobita no Toys Land Daibouken,Doraemon 2 Nobita no Toys Land Daibouken,primary_ascii,ドラえもん2 のび太のトイズランド大冒険,NTSC-J,ja,cartridge,SFC | Doraemon 2 Nobita no Toys Land Daibouken | NTSC-J | ja | cartridge,56bdaad12956440d
9554,Nintendo Super Famicom,SFC,Final Fantasy IV,Final Fantasy IV,primary_ascii,ファイナルファンタジーIV|Final Fantasy 4|Final Fantasy 2|Final Fantasy II,NTSC-J,ja,cartridge,SFC | Final Fantasy IV | NTSC-J | ja | cartridge,922a24812f5486cd
9558,Nintendo Super Famicom,SFC,Sky Mission,Sky Mission,primary_ascii,スカイミッション|Wings 2 Aces High|Blazing Skies,NTSC-J,ja,cartridge,SFC | Sky Mission | NTSC-J | ja | cartridge,8d2fdaf168a72afd
9569,Nintendo Super Famicom,SFC,Gouketsuji Ichizoku,Gouketsuji Ichizoku,primary_ascii,豪血寺一族|Power Instinct|Gouketuji Ichizoko|Gouketuji Ichizoku,NTSC-J,ja,cartridge,SFC | Gouketsuji Ichizoku | NTSC-J | ja | cartridge,6c01e9b674083605
9573,Nintendo Super Famicom,SFC,Ryuuko no Ken,Ryuuko no Ken,primary_ascii,龍虎の拳|Art of Fighting,NTSC-J,ja,cartridge,SFC | Ryuuko no Ken | NTSC-J | ja | cartridge,d8d4e157d9999dfa
9580,Nintendo Super Famicom,SFC,Super Bowling,Super Bowling,primary_ascii,スーパーボウリング,NTSC-J,ja,cartridge,SFC | Super Bowling | NTSC-J | ja | cartridge,e396581c87001642
9766,Nintendo Super Famicom,SFC,Parodius Da! Shinwa kara Owarai e,Parodius Da! Shinwa kara Owarai e,primary_ascii,パロディウスだ! －神話からお笑いへ－|Parodius da! Shinwa Kara Owarai he|Parodius Non-Sense Fantasy|Parodius! From Myth to Laughter,NTSC-J,ja,cartridge,SFC | Parodius Da! Shinwa kara Owarai e | NTSC-J | ja | cartridge,8e8e4a1ca11053c3
9767,Nintendo Super Famicom,SFC,Ranma ½ Akanekodan Teki Hihou,Ranma 1-2 Akanekodan Teki Hihou,alt_ascii,Ranma ½ Akanekodan Teki Hihou|らんま1/2 朱猫団的秘宝|Ranma 1/2 Akanekodan Teki Hihou|Ranma Nibunnoichi Akanekodan no Hihou|Ranma 1/2 Treasure of the Red Cat Gang,NTSC-J,ja,cartridge,SFC | Ranma 1-2 Akanekodan Teki Hihou | NTSC-J | ja | cartridge,e210646d09be2e59
9768,Nintendo Super Famicom,SFC,Fire Emblem Monshou no Nazo,Fire Emblem Monshou no Nazo,primary_ascii,ファイアーエムブレム 紋章の謎|Fire Emblem Monsyo no Nazo|Fire Emblem Monshō no Nazo|Fire Emblem Mystery of the Emblem,NTSC-J,ja,cartridge,SFC | Fire Emblem Monshou no Nazo | NTSC-J | ja | cartridge,489f52323411b2ad
9769,Nintendo Super Famicom,SFC,Cosmo Gang The Video,Cosmo Gang The Video,primary_ascii,コズモギャング ザ ビデオ|Cosmo Gang Video,NTSC-J,ja,cartridge,SFC | Cosmo Gang The Video | NTSC-J | ja | cartridge,50658ed27d563113
9773,Nintendo Super Famicom,SFC,Space Invaders The Original Game,Space Invaders The Original Game,primary_ascii,スペースインベーダー The Original Game|スペースインベーダー ザ・オリジナルゲーム,NTSC-J,ja,cartridge,SFC | Space Invaders The Original Game | NTSC-J | ja | cartridge,8c7cb84b567ab7c9
9775,Nintendo Super Famicom,SFC,Ganbare Goemon 2 Kiteretsu Shougun Magginesu,Ganbare Goemon 2 Kiteretsu Shougun Magginesu,primary_ascii,がんばれゴエモン2 奇天烈将軍マッギネス|Ganbare Goemon 2 Kiteretsu Shōgun Magginesu|Let's Go! Goemon 2 Very Strange General McGuiness,NTSC-J,ja,cartridge,SFC | Ganbare Goemon 2 Kiteretsu Shougun Magginesu | NTSC-J | ja | cartridge,7b4c0dc1c6909ef5
9777,Nintendo Super Famicom,SFC,Super Snakey,Super Snakey,primary_ascii,スーパースネーキー|WildSnake|Wild Snake,NTSC-J,ja,cartridge,SFC | Super Snakey | NTSC-J | ja | cartridge,3e111bb220ff2cae
9779,Nintendo Super Famicom,SFC,NBA Jam,NBA Jam,primary_ascii,NBAジャム,NTSC-J,ja,cartridge,SFC | NBA Jam | NTSC-J | ja | cartridge,7586171d22a17c86
9780,Nintendo Super Famicom,SFC,Lagoon,Lagoon,primary_ascii,ラグーン,NTSC-J,ja,cartridge,SFC | Lagoon | NTSC-J | ja | cartridge,57e106fc043503c6
9781,Nintendo Super Famicom,SFC,Doraemon 4 Nobita to Tsuki no Oukoku,Doraemon 4 Nobita to Tsuki no Oukoku,primary_ascii,ドラえもん4 のび太と月の王国|Doraemon 4 Nobita to Tuki no Okoku,NTSC-J,ja,cartridge,SFC | Doraemon 4 Nobita to Tsuki no Oukoku | NTSC-J | ja | cartridge,fe19e848974d93ee
9786,Nintendo Super Famicom,SFC,Bokujou Monogatari,Bokujou Monogatari,primary_ascii,牧場物語|Bokujō Monogatari|Harvest Moon,NTSC-J,ja,cartridge,SFC | Bokujou Monogatari | NTSC-J | ja | cartridge,793ae15f7a4d8326
9793,Nintendo Super Famicom,SFC,Takahashi Meijin no Daibouken Shima II,Takahashi Meijin no Daibouken Shima II,primary_ascii,高橋名人の大冒険島II|Takahashi Meijin no Daibouken Shima 2|Takahashi Meijin no Daibouken-Jima II|Takahashi Meijin no Daibouken Jima II|Super Adventure Island II,NTSC-J,ja,cartridge,SFC | Takahashi Meijin no Daibouken Shima II | NTSC-J | ja | cartridge,95c83e57fc1b4443
9795,Nintendo Super Famicom,SFC,Dragon Quest V Tenkuu no Hanayome,Dragon Quest V Tenkuu no Hanayome,primary_ascii,ドラゴンクエストV 天空の花嫁|Dragon Quest 5 Tenkuu no Hanayome|Dragon Quest V Tenkū no Hanayome|Dragon Quest V Hand of the Heavenly Bride,NTSC-J,ja,cartridge,SFC | Dragon Quest V Tenkuu no Hanayome | NTSC-J | ja | cartridge,fb4b98a175b86d39
9796,Nintendo Super Famicom,SFC,Last Bible III,Last Bible III,primary_ascii,ラストバイブルIII|Last Bible 3,NTSC-J,ja,cartridge,SFC | Last Bible III | NTSC-J | ja | cartridge,79adc04c0b2f9df9
9801,Nintendo Super Famicom,SFC,Kaite Tsukutte Asoberu Dezaemon,Kaite Tsukutte Asoberu Dezaemon,primary_ascii,描いて・作って・遊べる デザエモン|Kaite Tukutte Asoberu Dezaemon,NTSC-J,ja,cartridge,SFC | Kaite Tsukutte Asoberu Dezaemon | NTSC-J | ja | cartridge,914e576ca09c27d6
9802,Nintendo Super Famicom,SFC,Super Robot Taisen Gaiden Masou Kishin The Lord Of Elemental,Super Robot Taisen Gaiden Masou Kishin The Lord Of Elemental,primary_ascii,スーパーロボット大戦外伝 魔装機神 The Lord Of Elemental|Super Robot Taisen Gaiden Masoukishin The Lord Of Elemental|Masoukishin Super Robot Wars Gaiden Lord of Elemental|Super Robot Wars Gaiden Masoukishin The Lord of Elemental,NTSC-J,ja,cartridge,SFC | Super Robot Taisen Gaiden Masou Kishin The Lord Of Elemental | NTSC-J | ja | cartridge,219def7f5ef127e0
9804,Nintendo Super Famicom,SFC,Ski Paradise with Snowboard,Ski Paradise with Snowboard,primary_ascii,スキーパラダイス With スノーボード|Val d'Isère Championship|Tommy Moe's Winter Extreme Skiing and Snowboarding,NTSC-J,ja,cartridge,SFC | Ski Paradise with Snowboard | NTSC-J | ja | cartridge,f3e25c765fc77e86
9805,Nintendo Super Famicom,SFC,Final Fantasy V,Final Fantasy V,primary_ascii,ファイナルファンタジーV|Final Fantasy 5,NTSC-J,ja,cartridge,SFC | Final Fantasy V | NTSC-J | ja | cartridge,ac435bf010c8df3a
9807,Nintendo Super Famicom,SFC,Rockman's Soccer,Rockman's Soccer,primary_ascii,ロックマンズサッカー|Rock Man's Soccer|Mega Man's Soccer,NTSC-J,ja,cartridge,SFC | Rockman's Soccer | NTSC-J | ja | cartridge,f6fb28404c97ceb5
9809,Nintendo Super Famicom,SFC,Magical Taruruuto-kun Magic Adventure,Magical Taruruuto-kun Magic Adventure,primary_ascii,まじかる☆タルるートくん Magic Adventure|まじかる タルるートくん Magic Adventure|Magical ☆ Taruruuto-kun Magic Adventure|Magical Taruruto Kun Magic Adventure|Magical Tarurūto-kun Magic Adventure,NTSC-J,ja,cartridge,SFC | Magical Taruruuto-kun Magic Adventure | NTSC-J | ja | cartridge,02bae98e19f21859
9810,Nintendo Super Famicom,SFC,Panic in Nakayoshi World,Panic in Nakayoshi World,primary_ascii,パニック イン なかよしワールド|Panic in Nakayosi World,NTSC-J,ja,cartridge,SFC | Panic in Nakayoshi World | NTSC-J | ja | cartridge,08975b78e908f20c
9811,Nintendo Super Famicom,SFC,Lemmings,Lemmings,primary_ascii,レミングス,NTSC-J,ja,cartridge,SFC | Lemmings | NTSC-J | ja | cartridge,0b881838d98568ad
9813,Nintendo Super Famicom,SFC,Super Robot Taisen Gaiden Masou Kishin The Lord Of Elemental,Super Robot Taisen Gaiden Masou Kishin The Lord Of Elemental,primary_ascii,スーパーロボット大戦外伝 魔装機神 The Lord Of Elemental|Super Robot Taisen Gaiden Masoukishin The Lord Of Elemental|Masoukishin Super Robot Wars Gaiden Lord of Elemental|Super Robot Wars Gaiden Masoukishin The Lord of Elemental,NTSC-J,ja,cartridge,SFC | Super Robot Taisen Gaiden Masou Kishin The Lord Of Elemental | NTSC-J | ja | cartridge,219def7f5ef127e0
9816,Nintendo Super Famicom,SFC,Captain Tsubasa III Koutei no Chousen,Captain Tsubasa III Koutei no Chousen,primary_ascii,キャプテン翼III -皇帝の挑戦-|Captain Tsubasa 3 Koutei no Chousen|Captain Tsubasa III The Kaiser's Challenge,NTSC-J,ja,cartridge,SFC | Captain Tsubasa III Koutei no Chousen | NTSC-J | ja | cartridge,41bfe08ca1491f99
9818,Nintendo Super Famicom,SFC,Super Puyo Puyo 2 Remix,Super Puyo Puyo 2 Remix,primary_ascii,す〜ぱ〜ぷよぷよ通リミックス|Super Puyo Puyo Tsuu Remix,NTSC-J,ja,cartridge,SFC | Super Puyo Puyo 2 Remix | NTSC-J | ja | cartridge,02e1b27f6776eb0c
9819,Nintendo Super Famicom,SFC,Aretha,Aretha,primary_ascii,アレサ,NTSC-J,ja,cartridge,SFC | Aretha | NTSC-J | ja | cartridge,74d21d342a683f22
