object_number,title,title.type,object_name,object_name.type,object_category,broadcast_standard,title.language,place_of_publication
09097,Bishoujo Senshi Sailor Moon S Kondo wa Puzzle de Oshioki yo!!;美少女戦士セーラームーンS こんどはパズルでおしおきよ！！;Bishoujo Senshi Sailor Moon S Kondo ha Puzzle de Oshioki yo!!;Bishoujo Senshi Sailor Moon Super Kondo wa Puzzle de Oshioki yo!!,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;,Japan
09101,Super Mahjong Taikai;スーパー麻雀大会,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
09102,Super F1 Circus;スーパーエフワン サーカス;Super F-1 Circus,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
09103,Suzuka 8 Hours;スズカエイトアワーズ,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
09121,Classic Road II;クラシックロードII;Classic Road 2,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
09148,Super 4WD The Baja;スーパ4WDーザ・バハ;スーパ よんグプリユテイー ザ・バハ;Super Off Road The Baja,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;,Japan
09152,Jungle Wars 2 Kodai Mahou Atimos no Nazo;ジャングルウォーズ2 古代魔法アティモスの謎,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
09164,Hat Trick Hero;ハットトリックヒーロー,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
09171,Samurai Spirits;侍魂 サムライスピリッツ;Samurai Shodown,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
09174,Romancing Sa-Ga;ロマンシング サ·ガ;Romancing Sa·Ga;Romancing Sa Ga;Romancing SaGa,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;;,Japan
09181,Super Robot Taisen EX;スーパーロボット大戦EX;Super Robot Wars EX,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
09182,Wagyan Paradise;ワギャンパラダイス,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
09183,Super Dunk Star;スーパーダンクスター,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
09186,Downtown Nekketsu Baseball Monogatari Baseball de Shoubu da! Kunio-kun;ダウンタウン熱血べーすぼーる物語 野球で勝負だ！くにおくん;Downtown Nekketsu Baseball Monogatari Yakyū de Shōbu da! Kunio-kun,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
09191,Tenchi Muyou! Game Hen;天地無用！ げーむ編;Tenchi Muyo! Game Edition,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
09192,Densetsu no Ogre Battle;伝説のオウガバトル;でんせつのオウガバトル;Densetsu no Ogre Battle Saga Episode Five The March of the Black Queen;Ogre Battle The March of the Black Queen,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;;,Japan
09193,Estpolis Denki II;エストポリス伝記II;Estpolis Denki 2;Lufia II Rise of the Sinistrals;Lufia 2 Rise of the Sinistrals,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;;,Japan
09194,Front Mission;フロントミッション,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
09195,Dragon Quest I.II;ドラゴンクエストI・II;Dragon Quest 1 & 2;Dragon Quest I·II;Dragon Quest I . II,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;;,Japan
09196,Mini Shiku Shining Scorpion Ready & Go!!;ミニ四駆 シャイニング スコーピオン レッツ＆ゴー！！;Mini Shiku Shining Scorpion Ready Let's and Go!!,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
09197,RPG Tsukuru Super Dante;RPGツクール スーパーダンテ,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
09198,David Crane's Amazing Tennis;David Crane's アメージングテニス,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
09199,2020 Super Baseball;2020年 スーパーベースボール;2020 SuperBaseball,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
09201,Garou Densetsu 2 Aratanaru Tatakai;餓狼伝説2 —新たなる闘い—;餓狼伝説２ ～新たなる闘い～;Fatal Fury 2,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;,Japan
09202,Tetris Battle Gaiden;テトリスバトル 武闘外伝,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
09203,Hokuto no Ken 6 Gekitou Denshouken Haou e no Michi;北斗の拳6 激闘伝承拳 覇王への道;Hokuto no Ken 6 Gekitou Denshou Ken Haou heno Michi;Fist of the North Star 6,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;,Japan
09204,F-1 Grand Prix Part III;F1グランプリ パート3;F-1 Grand Prix Part 3;F1 Grand Prix Part III,Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;,Japan
09206,Hokuto no Ken 7 Seiken Retsuden Denshousha heno Michi;北斗の拳7 聖拳列伝 伝承者への道;Hokuto no Ken 7 Seiken Retsuden Den Shou Sha he no Michi;Fist of the North Star 7,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;,Japan
09207,Fortune Quest Dice wo Korogase;フォーチュンクエスト ダイスをころがせ,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
09208,Namco Open;ナムコットオープン,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
09210,3x3 Eyes Sazanaizu Seima Kourinden;3x3 Eyes サザンアイズ 聖魔降臨伝;三只眼 聖魔降臨伝;3 x 3 Eyes Sazanaizu Seima Kourinden,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;,Japan
09211,Star Fox;スターフォックス;Starwing,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
09212,Super Famista 2;スーパーファミスタ2,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
09218,Hiryu no Ken S Hyper Version;ハイパーバージョン 飛龍の拳S;Hiryu no Ken S Golden Fighter Hyper Version,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
09220,Jikkyou World Soccer Perfect Eleven;実況ワールドサッカー パーフェクトイレブン;International Superstar Soccer,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
09221,Hyper Zone;ハイパーゾーン,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
09222,Fighter's History;ファイターズヒストリー,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
09223,Front Mission Gun Hazard;フロントミッションシリーズ ガンハザード,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
09224,Ace o Nerae!;エースをねらえ！;Aim for the Ace!,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
09225,Emerald Dragon;エメラルドドラゴン;Emerald Dragon ED,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
09226,BattleTech;バトルテック;Mechwarrior,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
09227,Super Birdie Rush;スーパーバーディラッシュ,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
09228,Dragon Quest III Soshite Densetsu he...;ドラゴンクエストIII そして伝説へ…;Dragon Quest 3 Soshite Densetsu he...;Dragon Quest III The Seeds of Salvation;Dragon Warrior III,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;;,Japan
09229,Magic Knight Rayearth Mahou Kishi;マジックナイト レイアース 魔法騎士;Mahou Kishi Rayearth,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
09230,CB Chara Wars Ushinawareta Gag;CBキャラウォーズ 失われたギャ〜グ,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
09231,Ashita no Joe;あしたのジョー;Tomorrow's Joe,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
09232,Der Langrisser;デア ラングリッサー,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
09233,SD Kidou Senshi Gundam 2;SD機動戦士ガンダム2,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
09234,Rockman X2;ロックマンエックス2;Rock Man X2;Mega Man X2,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;,Japan
09235,Rockman X;ロックマンエックス;Rock Man X;Mega Man X,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;,Japan
09242,SD The Great Battle Aratanaru Chousen;SD ザ・グレイトバトル 新たなる挑戦,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
09243,Kaizou Shubibinman Zero;改造町人シュビビンマン零;Cyber Citizen Shockman Zero,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
09244,Dragon Slayer Eiyuu Densetsu;ドラゴンスレイヤー英雄伝説;Dragon Slayer The Legend of Heroes,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
09245,Bike Daisuki! Hashiriya Tamashii Rider's-Spirits;バイク大好き！走り屋 魂;Bike Daisuki! Hashiriya Tamashii Rider's Spirits;Bike Daisuki! Hashiriya Kon Rider's Spirits;Bike Daisuki Hashiri ya Tamashii;Bike Daisuki! Hashiriya Damashii,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;;;,Japan
09246,Heracles no Eikou III Kamigami no Chinmoku;ヘラクレスの栄光III 神々の沈黙;Herakles no Eikou III Kamigami no Chinmoku;Heracles no Eikou 3 Kamigami no Chinmoku;The Glory of Heracles 3 Silence of the Gods,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;;,Japan
09247,Tiny Toon Adventures;タイニートゥーン アドベンチャーズ;Tiny Toon Adventures Buster Busts Loose,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
09248,NBA Jam T.E. Tournament Edition;NBA ジャム トーナメントエディション;NBA Jam Tournament Edition,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
09250,Super Bomberman 4;スーパーボンバーマン4;Super Bomber Man 4,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
09253,Chou Makaimura;超魔界村;チョウマカイムラ;Super Demon World Village;Chohmakaimura;Super Ghouls 'n Ghosts,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;;;,Japan
09256,King of the Monsters;キング・オブ・ザ・モンスターズ,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
09257,Albert Odyssey;アルバートオデッセイ,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
09261,Nintama Rantarou 2;忍たま乱太郎2,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
09263,Estpolis Denki II;エストポリス伝記II;Estpolis Denki 2;Lufia II Rise of the Sinistrals,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;,Japan
09267,Final Fantasy USA Mystic Quest;ミスティック クエスト ファイナル ファンタジー;Final Fantasy Mystic Quest;Mystic Quest Legend,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;,Japan
09269,Dragon Quest VI Maboroshi no Daichi;ドラゴンクエストVI 幻の大地;Dragon Quest 4 Maboroshi no Daichi;Dragon Quest VI Realms of Revelation;Dragon Quest VI Land of Illusion,Game Title Alternative;Game Title;Game Title Alternative;;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;;,Japan
09277,Tecmo Super NBA Basketball;テクモスーパーNBAバスケットボール,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
09283,Doraemon Nobita to Yousei no Kuni;ドラえもん のび太と妖精の国;Doraemon Nobita to Yosei no Kuni,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
09289,Cameltry;キャメルトライ,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
09290,Syndicate;シンジケート,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
09291,Super Volley II;スーパーバレーII;Super Volley 2;Super Volleyball 2;Hyper V-Ball,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;;,Japan
09305,Super Puyo Puyo;す〜ぱ〜ぷよぷよ,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
09306,Feda The Emblem Of Justice;フェーダ エンブレム・オブ・ジャスティス;The Emblem Of Justice Feda,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
09307,Mother 2 Gyiyg no Gyakushuu;Mother 2 ギーグの逆襲;マザー2 ギーグの逆襲;Mother 2 Gīgu no Gyakushū;Mother 2 Giygas' Counterattack;EarthBound,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;;;,Japan
09308,ActRaiser;アクトレイザー;Act Raiser,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
09309,King of the Monsters 2 The Next Thing;キング・オブ・ザ・モンスターズ2;The Next Thing King of the Monsters 2;King of the Monsters 2,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;,Japan
09310,Bakukyu Rennpatsu!! Super B-Daman;爆球連発！！スーパービーダマン;Baku-Kyu Rennpatsu Super B-Daman;Bakukyuu Renpatsu! Super B-Daman,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;,Japan
09311,Nekketsu Tairiku Burning Heroes;熱血大陸 バーニング ヒーローズ,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
09312,2020 Super Baseball;2020年 スーパーベースボール;２０２０年スーパー・ベースボール;Super Baseball 2020,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;,Japan
09313,Super Tetris 3;スーパーテトリス3,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
09314,Aqutallion;アクタリオン;Tecmo Secret of the Stars,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
09316,Ranma ½ Chounai Gekitou Hen;らんま1/2 町内激闘篇;Ranma 1/2 Chounai Gekitou Hen;Ranma 1-2 Chounai Gekitou Hen;Ranma Nibunnoichi Chonai Gekitou Hen,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;;,Japan
09318,Super Tetris 2 + Bombliss Gentei Han;スーパーテトリス2＋ボンブリス 限定版;Super Tetris 2 + Bombliss Gentai Han;Super Tetris 2 + Bombliss Gentei Ban;Super Tetris 2 + Bombliss Limited Edition,Game Title Alternative;Game Title;;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;;,Japan
09321,Rudra no Hihou;ルドラの秘宝;Rudora no Hihou;Treasure of the Rudras,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;,Japan
09322,Bomberman B-Daman;ボンバーマン ビーダマン;Bomber Man B-Daman,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
09323,Spindizzy Worlds;スピンディジーワールド,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
09324,GP-1;GP1,Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
09326,Bahamut Lagoon;バハムート ラグーン,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
09328,Slap Stick;スラップスティック;Robotrek;Slapstick,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;,Japan
09329,Super Puyo Puyo 2;す〜ぱ〜ぷよぷよ通;Super Puyo Puyo Tsuu,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
09330,Slayers;スレイヤーズ,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
09331,Monster Maker III Hikari no Majutsushi;モンスターメーカー3 光の魔術士;Monster Maker 3 Hikari no Majyutsushi;Monster Maker III Hikari no Majyutsushi;Monster Maker III Hikaru no Majutsushi,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;;,Japan
09358,Super Shanghai Dragon's Eye;スーパー上海ドラゴンズアイ;Dragon's Eye Super Shanghai;Dragon's Eye Super Shanghai;Shanghai II Dragon's Eye;Shanghai 2 Dragon's Eye,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;;;,Japan
09393,Super Street Fighter II The New Challengers;スーパーストリートファイターII ザ ニューチャレンジャーズ;Super Street Fighter 2 The New Challengers,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
09401,Tetris Battle Gaiden;テトリスバトル 武闘外伝,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
09414,Sandra no Daibouken Valkyrie Tono Deai;サンドラの大冒険 ワルキューレとの出逢い;Xandra no Daibouken Valkyrie to no Deai;Sandro no Daibouken Valkyrie Tono Deai;Whirlo,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;;,Japan
09421,Fire Emblem Seisen no Keifu;ファイアーエムブレム 聖戦の系譜;Fire Emblem 4 Seisen no Keifu;Fire Emblem Genealogy of the Holy War,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;,Japan
09428,Street Fighter II Turbo Hyper Fighting;ストリートファイターII ターボ;Street Fighter 2 Turbo Hyper Fighting,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
09436,3x3 Eyes Sazanaizu Seima Kourinden;3x3 Eyes サザンアイズ 聖魔降臨伝;三只眼 聖魔降臨伝;3 x 3 Eyes Sazanaizu Seima Kourinden,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;,Japan
09447,Mahoujin Guru Guru;魔法陣グルグル;Mahoujin Guruguru;Magical Circle Guru Guru,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;,Japan
09454,Laplace no Ma;ラプラスの魔;Rapurasu no Ma;Diable De Laplace;Devil of Laplace,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;;,Japan
09482,Hana no Keiji Kumo no Kanata ni;花の慶次 —雲のかなたに—;Hana no Kenji Kumo no Kanata ni;Keiji Flower Beyond the Clouds,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;,Japan
09498,Bishoujo Janshi Suchie-Pai;美少女雀士スーチーパイ;Bishoujo Janshi Suchie-Pie;Bishōjo Janshi Suchie-Pai;Idol Janshi Suchie-Pai,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;;,Japan
09523,Final Fantasy VI;ファイナルファンタジーVI;Final Fantasy 6;Final Fantasy III;Final Fantasy 3,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;;,Japan
09536,Pop'n TwinBee;ポップン ツインビー;Pop 'N' Twinbee;Pop N Twinbee,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;,Japan
09553,Doraemon 2 Nobita no Toys Land Daibouken;ドラえもん2 のび太のトイズランド大冒険,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
09554,Final Fantasy IV;ファイナルファンタジーIV;Final Fantasy 4;Final Fantasy 2;Final Fantasy II,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;;,Japan
09558,Sky Mission;スカイミッション;Wings 2 Aces High;Blazing Skies,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;,Japan
09569,Gouketsuji Ichizoku;豪血寺一族;Power Instinct;Gouketuji Ichizoko;Gouketuji Ichizoku,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;;,Japan
09573,Ryuuko no Ken;龍虎の拳;Art of Fighting,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
09580,Super Bowling;スーパーボウリング,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
09766,Parodius Da! Shinwa kara Owarai e;パロディウスだ! －神話からお笑いへ－;Parodius da! Shinwa Kara Owarai he;Parodius Non-Sense Fantasy;Parodius! From Myth to Laughter,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;;,Japan
09767,Ranma ½ Akanekodan Teki Hihou;らんま1/2 朱猫団的秘宝;Ranma 1-2 Akanekodan Teki Hihou;Ranma 1/2 Akanekodan Teki Hihou;Ranma Nibunnoichi Akanekodan no Hihou;Ranma 1/2 Treasure of the Red Cat Gang,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;;;,Japan
09768,Fire Emblem Monshou no Nazo;ファイアーエムブレム 紋章の謎;Fire Emblem Monsyo no Nazo;Fire Emblem Monshō no Nazo;Fire Emblem Mystery of the Emblem,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;;,Japan
09769,Cosmo Gang The Video;コズモギャング ザ ビデオ;Cosmo Gang Video,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
09773,Space Invaders The Original Game;スペースインベーダー The Original Game;スペースインベーダー ザ・オリジナルゲーム,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
09775,Ganbare Goemon 2 Kiteretsu Shougun Magginesu;がんばれゴエモン2 奇天烈将軍マッギネス;Ganbare Goemon 2 Kiteretsu Shōgun Magginesu;Let's Go! Goemon 2 Very Strange General McGuiness,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;,Japan
09777,Super Snakey;スーパースネーキー;WildSnake;Wild Snake,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;,Japan
09779,NBA Jam;NBAジャム,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
